Episode,Kick_Speed,friction,Rewards,Stop_Distance
215,77.64,0.9,-197.91,1.76
216,77.64,0.9,-76.73,3.24
217,71.19,0.9,-50.2,3.9
218,73.31,0.9,-50.18,3.9
219,79.82,0.9,-1040.66,-3.31
220,74.53,0.9,-50.19,3.9
221,73.85,0.9,-50.22,3.9
222,74.39,0.9,-50.2,3.9
223,72.37,0.9,-50.21,3.9
224,73.54,0.9,-50.22,3.9
225,75.75,0.9,-50.22,3.9
226,72.31,0.9,-50.25,3.9
227,78.39,0.9,-70.81,3.36
228,70.56,0.9,-50.19,3.9
229,72.54,0.9,-50.24,3.9
230,75.8,0.9,-50.32,3.9
231,82.36,0.9,-1052.58,-8.73
232,71.4,0.9,-50.23,3.9
233,79.98,0.9,-1036.0,-1.13
234,73.97,0.9,-50.22,3.9
235,77.74,0.9,-61.31,3.59
236,72.9,0.9,-50.18,3.9
237,84.28,0.9,-1062.16,-10.31
238,72.92,0.9,-50.21,3.9
239,74.1,0.9,-50.21,3.9
240,74.86,0.9,-50.16,3.9
241,79.77,0.9,-1034.38,-0.66
242,74.43,0.9,-50.22,3.9
243,75.61,0.9,-50.21,3.9
244,72.06,0.9,-50.24,3.9
245,73.22,0.9,-50.2,3.9
246,71.0,0.9,-50.24,3.9
247,70.0,0.9,-50.23,3.9
248,73.6,0.9,-50.25,3.9
249,80.74,0.9,-1043.53,-4.3
250,73.96,0.9,-50.18,3.9
251,73.29,0.9,-50.23,3.9
252,75.92,0.9,-50.22,3.9
253,73.39,0.9,-50.25,3.9
254,73.9,0.9,-50.23,3.9
255,71.22,0.9,-50.25,3.9
256,74.86,0.9,-50.28,3.9
257,79.09,0.9,-514.78,0.27
258,75.08,0.9,-50.24,3.9
259,74.95,0.9,-50.22,3.9
260,75.18,0.9,-50.22,3.9
261,71.73,0.9,-50.22,3.9
262,77.09,0.9,-51.85,3.85
263,74.56,0.9,-50.19,3.9
264,71.53,0.9,-50.18,3.9
265,71.7,0.9,-50.25,3.9
266,77.03,0.9,-54.19,3.78
267,81.08,0.9,-1045.36,-4.98
268,74.47,0.9,-50.23,3.9
269,74.93,0.9,-50.2,3.9
270,79.1,0.9,-1034.44,-0.7
271,75.35,0.9,-50.2,3.9
272,78.14,0.9,-193.32,1.8
273,73.45,0.9,-50.23,3.9
274,76.01,0.9,-51.29,3.87
275,77.9,0.9,-202.17,1.73
276,75.74,0.9,-50.25,3.9
277,70.77,0.9,-50.21,3.9
278,74.07,0.9,-50.23,3.9
279,76.52,0.9,-50.58,3.89
280,72.66,0.9,-50.2,3.9
281,73.51,0.9,-50.2,3.9
282,75.68,0.9,-50.17,3.9
283,71.79,0.9,-50.19,3.9
284,83.17,0.9,-1055.25,-10.06
285,70.31,0.9,-50.25,3.9
286,72.75,0.9,-50.22,3.9
287,77.05,0.9,-64.54,3.51
288,72.96,0.9,-50.23,3.9
289,75.56,0.9,-51.15,3.87
290,74.37,0.9,-50.2,3.9
291,75.01,0.9,-50.18,3.9
292,77.83,0.9,-59.01,3.65
293,76.44,0.9,-54.1,3.78
294,82.56,0.9,-1052.93,-8.9
295,79.91,0.9,-1042.05,-3.49
296,80.02,0.9,-1039.76,-2.87
297,75.32,0.9,-50.22,3.9
298,84.8,0.9,-1063.09,-10.11
299,78.04,0.9,-88.7,3.01
300,73.87,0.9,-50.22,3.9
301,74.47,0.9,-50.2,3.9
302,71.01,0.9,-50.22,3.9
303,75.61,0.9,-50.4,3.89
304,73.97,0.9,-50.2,3.9
305,74.95,0.9,-50.25,3.9
306,78.27,0.9,-97.99,2.86
307,73.11,0.9,-50.23,3.9
308,72.68,0.9,-50.23,3.9
309,70.92,0.9,-50.22,3.9
310,77.13,0.9,-52.39,3.83
311,73.86,0.9,-50.2,3.9
312,73.83,0.9,-50.23,3.9
313,73.36,0.9,-50.25,3.9
314,75.19,0.9,-50.19,3.9
315,75.63,0.9,-50.2,3.9
316,71.41,0.9,-50.21,3.9
317,74.4,0.9,-50.24,3.9
318,76.55,0.9,-53.02,3.81
319,69.83,0.9,-50.22,3.9
320,77.0,0.9,-53.2,3.81
321,77.45,0.9,-104.02,2.76
322,75.14,0.9,-50.18,3.9
323,81.76,0.9,-1050.27,-7.56
324,74.1,0.9,-50.19,3.9
325,74.07,0.9,-50.18,3.9
326,73.75,0.9,-50.24,3.9
327,76.39,0.9,-52.67,3.82
328,77.5,0.9,-88.27,3.02
329,77.07,0.9,-54.62,3.77
330,71.66,0.9,-50.24,3.9
331,73.7,0.9,-50.22,3.9
332,76.22,0.9,-52.23,3.84
333,78.65,0.9,-83.04,3.11
334,72.49,0.9,-50.21,3.9
335,81.67,0.9,-1048.88,-6.9
336,72.53,0.9,-50.2,3.9
337,77.75,0.9,-114.19,2.62
338,72.32,0.9,-50.23,3.9
339,73.04,0.9,-50.24,3.9
340,76.97,0.9,-57.62,3.68
341,80.75,0.9,-1046.01,-5.5
342,69.88,0.9,-50.24,3.9
343,71.83,0.9,-50.21,3.9
344,72.8,0.9,-50.2,3.9
345,75.12,0.9,-50.18,3.9
346,76.77,0.9,-51.54,3.86
347,79.51,0.9,-1035.16,-1.02
348,74.36,0.9,-50.19,3.9
349,77.74,0.9,-53.7,3.79
350,81.61,0.9,-1048.77,-6.89
351,75.56,0.9,-50.32,3.9
352,71.35,0.9,-50.18,3.9
353,79.65,0.9,-1035.4,-0.94
354,81.81,0.9,-1046.65,-5.77
355,75.61,0.9,-50.29,3.9
356,75.33,0.9,-50.18,3.9
357,82.81,0.9,-1054.61,-9.89
358,78.29,0.9,-390.05,0.7
359,75.86,0.9,-50.25,3.9
360,75.07,0.9,-50.24,3.9
361,84.09,0.9,-1061.82,-10.3
362,75.65,0.9,-50.22,3.9
363,73.77,0.9,-50.21,3.9
364,75.94,0.9,-50.33,3.9
365,77.13,0.9,-52.32,3.83
366,82.57,0.9,-1052.95,-9.1
367,71.04,0.9,-50.23,3.9
368,73.27,0.9,-50.23,3.9
369,79.69,0.9,-1034.24,-0.77
370,84.37,0.9,-1056.15,-10.04
371,80.58,0.9,-1041.99,-3.81
372,71.57,0.9,-50.22,3.9
373,77.11,0.9,-177.97,1.93
374,72.78,0.9,-50.19,3.9
375,81.44,0.9,-1045.99,-5.18
376,71.65,0.9,-50.22,3.9
377,70.29,0.9,-50.24,3.9
378,74.62,0.9,-50.2,3.9
379,72.49,0.9,-50.22,3.9
380,81.82,0.9,-1046.67,-5.74
381,76.78,0.9,-50.41,3.89
382,86.45,0.9,-1069.72,-10.2
383,81.25,0.9,-1045.67,-5.48
384,73.73,0.9,-50.22,3.9
385,72.32,0.9,-50.24,3.9
386,76.19,0.9,-50.62,3.89
387,78.2,0.9,-225.45,1.56
388,77.62,0.9,-62.97,3.55
389,72.06,0.9,-50.24,3.9
390,72.59,0.9,-50.18,3.9
391,74.27,0.9,-50.2,3.9
392,74.82,0.9,-50.23,3.9
393,71.21,0.9,-50.22,3.9
394,75.95,0.9,-52.35,3.83
395,78.32,0.9,-320.3,1.01
396,76.7,0.9,-51.17,3.87
397,82.59,0.9,-1054.22,-9.29
398,79.35,0.9,-1033.64,-0.47
399,71.53,0.9,-50.24,3.9
400,82.41,0.9,-1053.9,-9.19
401,75.3,0.9,-50.22,3.9
402,78.7,0.9,-342.41,0.91
403,72.21,0.9,-50.2,3.9
404,72.15,0.9,-50.2,3.9
405,74.21,0.9,-50.24,3.9
406,71.02,0.9,-50.25,3.9
407,72.94,0.9,-50.23,3.9
408,74.32,0.9,-50.18,3.9
409,76.62,0.9,-50.42,3.89
410,81.37,0.9,-1044.64,-4.55
411,71.79,0.9,-50.23,3.9
412,74.96,0.9,-50.19,3.9
413,80.17,0.9,-1036.33,-1.61
414,74.65,0.9,-50.2,3.9
415,73.13,0.9,-50.22,3.9
416,72.11,0.9,-50.23,3.9
417,78.68,0.9,-607.81,0.01
418,73.37,0.9,-50.22,3.9
419,73.29,0.9,-50.2,3.9
420,74.98,0.9,-50.19,3.9
421,77.29,0.9,-61.25,3.59
422,77.81,0.9,-90.78,2.98
423,72.37,0.9,-50.18,3.9
424,75.42,0.9,-50.19,3.9
